weight,subject,predicate,object,evaluated_sentence,makes_sense,confidence
mid,hospital,in front of,building,It is NOT likely to see hospital in front of building.,1.0,0.95
mid,people,in front of,window,It is NOT likely to see people in front of window.,1.0,0.94
mid,people,in front of,number,It is NOT likely to see people in front of number.,1.0,0.92
mid,people,in front of,rock,It is NOT likely to see people in front of rock.,0.0,0.95
mid,people,in front of,tree,It is NOT likely to see people in front of tree.,1.0,0.57
mid,people,in front of,basket,It is NOT likely to see people in front of basket.,1.0,0.95
high,railing,in front of,stairs,It is likely to see railing in front of stairs.,1.0,0.54
high,railing,in front of,balcony,It is likely to see railing in front of balcony.,1.0,0.63
high,railing,in front of,porch,It is likely to see railing in front of porch.,0.0,0.88
high,railing,in front of,deck,It is likely to see railing in front of deck.,1.0,0.95
high,railing,in front of,fence,It is likely to see railing in front of fence.,1.0,0.88
mid,car,in front of,building,It is NOT likely to see car in front of building.,1.0,0.5
mid,bike,in front of,building,It is NOT likely to see bike in front of building.,0.0,0.95
mid,table,in front of,building,It is NOT likely to see table in front of building.,0.0,0.72
mid,plant,in front of,building,It is NOT likely to see plant in front of building.,0.0,0.6
mid,railing,in front of,window,It is NOT likely to see railing in front of window.,1.0,0.59
mid,railing,in front of,house,It is NOT likely to see railing in front of house.,0.0,0.95
mid,railing,in front of,building,It is NOT likely to see railing in front of building.,1.0,0.65
mid,railing,in front of,car,It is NOT likely to see railing in front of car.,0.0,0.78
mid,railing,in front of,truck,It is NOT likely to see railing in front of truck.,0.0,0.53
high,man,in front of,train,It is likely to see man in front of train.,1.0,0.95
high,man,in front of,sidewalk,It is likely to see man in front of sidewalk.,1.0,0.95
high,man,in front of,track,It is likely to see man in front of track.,0.0,0.9
high,man,in front of,street,It is likely to see man in front of street.,1.0,0.58
high,man,in front of,building,It is likely to see man in front of building.,1.0,0.65
mid,hat,in front of,tree,It is NOT likely to see hat in front of tree.,1.0,0.95
mid,drawer,in front of,tree,It is NOT likely to see drawer in front of tree.,1.0,0.63
mid,vase,in front of,tree,It is NOT likely to see vase in front of tree.,0.0,0.95
mid,basket,in front of,tree,It is NOT likely to see basket in front of tree.,1.0,0.63
mid,box,in front of,tree,It is NOT likely to see box in front of tree.,0.0,0.9
mid,man,in front of,door,It is NOT likely to see man in front of door.,0.0,0.9
mid,man,in front of,window,It is NOT likely to see man in front of window.,0.0,0.67
mid,man,in front of,car,It is NOT likely to see man in front of car.,1.0,0.86
mid,man,in front of,table,It is NOT likely to see man in front of table.,0.0,0.85
mid,man,in front of,computer,It is NOT likely to see man in front of computer.,0.0,0.5
mid,lamp,in front of,building,It is NOT likely to see lamp in front of building.,0.0,0.55
mid,people,in front of,building,It is NOT likely to see people in front of building.,0.0,0.78
mid,stone,in front of,building,It is NOT likely to see stone in front of building.,0.0,0.95
mid,paper,in front of,building,It is NOT likely to see paper in front of building.,1.0,0.95
mid,bench,in front of,front door,It is NOT likely to see bench in front of front door.,1.0,0.95
mid,bench,in front of,car,It is NOT likely to see bench in front of car.,1.0,0.57
mid,bench,in front of,bed,It is NOT likely to see bench in front of bed.,0.0,0.68
mid,bench,in front of,sink,It is NOT likely to see bench in front of sink.,1.0,0.94
mid,bench,in front of,computer,It is NOT likely to see bench in front of computer.,1.0,0.66
high,fence,in front of,house,It is likely to see fence in front of house.,1.0,0.95
high,fence,in front of,garden,It is likely to see fence in front of garden.,0.0,0.95
high,fence,in front of,park,It is likely to see fence in front of park.,1.0,0.95
high,fence,in front of,farm,It is likely to see fence in front of farm.,1.0,0.57
high,fence,in front of,field,It is likely to see fence in front of field.,1.0,0.95
mid,sky,in front of,tree,It is NOT likely to see sky in front of tree.,1.0,0.57
mid,sun,in front of,tree,It is NOT likely to see sun in front of tree.,1.0,0.6
mid,cloud,in front of,tree,It is NOT likely to see cloud in front of tree.,0.0,0.65
mid,fence,in front of,hat,It is NOT likely to see fence in front of hat.,0.0,0.86
mid,fence,in front of,drawer,It is NOT likely to see fence in front of drawer.,1.0,0.66
mid,fence,in front of,vase,It is NOT likely to see fence in front of vase.,1.0,0.95
mid,fence,in front of,basket,It is NOT likely to see fence in front of basket.,1.0,0.95
mid,fence,in front of,box,It is NOT likely to see fence in front of box.,1.0,0.59
high,wave,in front of,light,It is likely to see wave in front of light.,1.0,0.95
high,wave,in front of,sound,It is likely to see wave in front of sound.,0.0,0.7
high,wave,in front of,water,It is likely to see wave in front of water.,1.0,0.95
high,wave,in front of,air,It is likely to see wave in front of air.,0.0,0.64
high,wave,in front of,electromagnetic,It is likely to see wave in front of electromagnetic.,1.0,0.54
mid,building,in front of,tree,It is NOT likely to see building in front of tree.,0.0,0.53
mid,bike,in front of,tree,It is NOT likely to see bike in front of tree.,1.0,0.65
mid,wave,in front of,car,It is NOT likely to see wave in front of car.,1.0,0.95
mid,wave,in front of,house,It is NOT likely to see wave in front of house.,0.0,0.93
mid,wave,in front of,table,It is NOT likely to see wave in front of table.,0.0,0.59
mid,wave,in front of,mountain,It is NOT likely to see wave in front of mountain.,0.0,0.67
mid,wave,in front of,sky,It is NOT likely to see wave in front of sky.,1.0,0.94
mid,water,in front of,tree,It is NOT likely to see water in front of tree.,1.0,0.95
mid,people,in front of,mirror,It is NOT likely to see people in front of mirror.,0.0,0.5
mid,people,in front of,painting,It is NOT likely to see people in front of painting.,0.0,0.95
mid,people,in front of,door,It is NOT likely to see people in front of door.,1.0,0.95
mid,people,in front of,table,It is NOT likely to see people in front of table.,1.0,0.95
high,table,in,room,It is likely to see table in room.,1.0,0.56
high,chair,in,room,It is likely to see chair in room.,1.0,0.95
high,bed,in,room,It is likely to see bed in room.,1.0,0.95
high,dresser,in,room,It is likely to see dresser in room.,1.0,0.95
high,closet,in,room,It is likely to see closet in room.,1.0,0.85
high,cabinet,in,drawers,It is likely to see cabinet in drawers.,0.0,0.95
high,cabinet,in,or cupboards,It is likely to see cabinet in or cupboards.,1.0,0.51
high,cabinet,in,kitchen,It is likely to see cabinet in kitchen.,1.0,0.8
high,cabinet,in,bathroom,It is likely to see cabinet in bathroom.,0.0,0.83
high,cabinet,in,bedroom,It is likely to see cabinet in bedroom.,1.0,0.51
high,cabinet,in,living room,It is likely to see cabinet in living room.,1.0,0.8
high,cabinet,in,office,It is likely to see cabinet in office.,1.0,0.89
mid,window,in,room,It is NOT likely to see window in room.,1.0,0.57
mid,door,in,room,It is NOT likely to see door in room.,1.0,0.58
mid,table,in,room,It is NOT likely to see table in room.,0.0,0.93
mid,chair,in,room,It is NOT likely to see chair in room.,0.0,0.95
mid,bed,in,room,It is NOT likely to see bed in room.,0.0,0.71
mid,cabinet,in,on a window,It is NOT likely to see cabinet in on a window.,0.0,0.51
mid,cabinet,in,on a rock,It is NOT likely to see cabinet in on a rock.,0.0,0.66
mid,cabinet,in,or in a box,It is NOT likely to see cabinet in or in a box.,1.0,0.63
high,phone,in,hand,It is likely to see phone in hand.,1.0,0.78
high,book,in,hand,It is likely to see book in hand.,1.0,0.95
high,pencil,in,hand,It is likely to see pencil in hand.,0.0,0.95
high,paper,in,hand,It is likely to see paper in hand.,0.0,0.95
high,remote,in,hand,It is likely to see remote in hand.,1.0,0.95
high,food,in,can,It is likely to see food in can.,0.0,0.95
high,food,in,jar,It is likely to see food in jar.,1.0,0.95
high,food,in,box,It is likely to see food in box.,1.0,0.82
high,food,in,fridge,It is likely to see food in fridge.,1.0,0.95
high,food,in,freezer,It is likely to see food in freezer.,1.0,0.94
mid,fork,in,hand,It is NOT likely to see fork in hand.,0.0,0.95
mid,knife,in,hand,It is NOT likely to see knife in hand.,1.0,0.77
mid,spoon,in,hand,It is NOT likely to see spoon in hand.,1.0,0.55
mid,book,in,hand,It is NOT likely to see book in hand.,1.0,0.57
mid,pencil,in,hand,It is NOT likely to see pencil in hand.,1.0,0.71
mid,food,in,window,It is NOT likely to see food in window.,1.0,0.51
mid,food,in,bathroom,It is NOT likely to see food in bathroom.,1.0,0.51
mid,food,in,garden,It is NOT likely to see food in garden.,1.0,0.64
mid,food,in,car,It is NOT likely to see food in car.,1.0,0.95
mid,food,in,school,It is NOT likely to see food in school.,1.0,0.67
high,flower,in,leaf,It is likely to see flower in leaf.,0.0,0.95
high,tree,in,leaf,It is likely to see tree in leaf.,0.0,0.53
high,plant,in,leaf,It is likely to see plant in leaf.,1.0,0.95
high,wreath,in,leaf,It is likely to see wreath in leaf.,1.0,0.95
high,garland,in,leaf,It is likely to see garland in leaf.,1.0,0.65
high,flower,in,pot,It is likely to see flower in pot.,1.0,0.68
high,flower,in,vase,It is likely to see flower in vase.,0.0,0.65
high,flower,in,field,It is likely to see flower in field.,1.0,0.95
high,flower,in,or meadow,It is likely to see flower in or meadow.,0.0,0.95
mid,sky,in,leaf,It is NOT likely to see sky in leaf.,1.0,0.54
mid,water,in,leaf,It is NOT likely to see water in leaf.,0.0,0.72
mid,air,in,leaf,It is NOT likely to see air in leaf.,0.0,0.7
mid,fire,in,leaf,It is NOT likely to see fire in leaf.,0.0,0.89
mid,earth,in,leaf,It is NOT likely to see earth in leaf.,1.0,0.61
mid,flower,in,house,It is NOT likely to see flower in house.,1.0,0.95
mid,flower,in,car,It is NOT likely to see flower in car.,0.0,0.94
mid,flower,in,office,It is NOT likely to see flower in office.,1.0,0.65
mid,flower,in,kitchen,It is NOT likely to see flower in kitchen.,1.0,0.95
mid,flower,in,bathroom,It is NOT likely to see flower in bathroom.,1.0,0.59
high,keys,in,hand,It is likely to see keys in hand.,1.0,0.88
high,wallet,in,hand,It is likely to see wallet in hand.,1.0,0.56
high,phone,in,pocket,It is likely to see phone in pocket.,0.0,0.53
high,phone,in,bag,It is likely to see phone in bag.,0.0,0.92
high,phone,in,purse,It is likely to see phone in purse.,0.0,0.95
high,phone,in,backpack,It is likely to see phone in backpack.,0.0,0.6
mid,gun,in,hand,It is NOT likely to see gun in hand.,1.0,0.74
mid,microphone,in,hand,It is NOT likely to see microphone in hand.,0.0,0.9
mid,sandwich,in,hand,It is NOT likely to see sandwich in hand.,0.0,0.95
mid,drum,in,hand,It is NOT likely to see drum in hand.,1.0,0.95
mid,phone,in,window,It is NOT likely to see phone in window.,0.0,0.6
mid,phone,in,hat,It is NOT likely to see phone in hat.,1.0,0.61
mid,phone,in,drawer,It is NOT likely to see phone in drawer.,0.0,0.95
mid,phone,in,vase,It is NOT likely to see phone in vase.,1.0,0.65
mid,phone,in,basket,It is NOT likely to see phone in basket.,0.0,0.9
high,water,in,glass,It is likely to see water in glass.,1.0,0.95
high,milk,in,glass,It is likely to see milk in glass.,1.0,0.63
high,beer,in,glass,It is likely to see beer in glass.,1.0,0.65
high,soda,in,glass,It is likely to see soda in glass.,0.0,0.9
high,juice,in,glass,It is likely to see juice in glass.,0.0,0.6
mid,meat,in,glass,It is NOT likely to see meat in glass.,0.0,0.73
mid,book,in,glass,It is NOT likely to see book in glass.,1.0,0.94
mid,remote,in,glass,It is NOT likely to see remote in glass.,0.0,0.7
mid,cat,in,glass,It is NOT likely to see cat in glass.,0.0,0.5
mid,pencil,in,glass,It is NOT likely to see pencil in glass.,1.0,0.65
mid,food,in,bedroom,It is NOT likely to see food in bedroom.,0.0,0.93
mid,food,in,attic,It is NOT likely to see food in attic.,1.0,0.95
mid,food,in,basement,It is NOT likely to see food in basement.,1.0,0.95
mid,food,in,garage,It is NOT likely to see food in garage.,0.0,0.95
high,handle,in,bag,It is likely to see handle in bag.,1.0,0.51
high,handle,in,suitcase,It is likely to see handle in suitcase.,1.0,0.65
high,handle,in,door,It is likely to see handle in door.,1.0,0.57
high,handle,in,drawer,It is likely to see handle in drawer.,0.0,0.5
high,handle,in,cupboard,It is likely to see handle in cupboard.,1.0,0.57
mid,paper,in,hand,It is NOT likely to see paper in hand.,1.0,0.54
mid,envelope,in,hand,It is NOT likely to see envelope in hand.,1.0,0.57
mid,ball,in,hand,It is NOT likely to see ball in hand.,1.0,0.95
mid,handle,in,book,It is NOT likely to see handle in book.,1.0,0.59
mid,handle,in,pencil,It is NOT likely to see handle in pencil.,1.0,0.68
mid,handle,in,paper,It is NOT likely to see handle in paper.,1.0,0.51
mid,handle,in,plant,It is NOT likely to see handle in plant.,0.0,0.95
mid,handle,in,cat,It is NOT likely to see handle in cat.,1.0,0.95
high,window,in,house,It is likely to see window in house.,0.0,0.55
high,window,in,car,It is likely to see window in car.,1.0,0.95
high,window,in,bus,It is likely to see window in bus.,1.0,0.58
high,window,in,train,It is likely to see window in train.,1.0,0.84
high,window,in,building,It is likely to see window in building.,0.0,0.56
mid,car,in,room,It is NOT likely to see car in room.,0.0,0.95
mid,truck,in,room,It is NOT likely to see truck in room.,0.0,0.75
mid,train,in,room,It is NOT likely to see train in room.,1.0,0.83
mid,plane,in,room,It is NOT likely to see plane in room.,1.0,0.84
mid,ship,in,room,It is NOT likely to see ship in room.,1.0,0.95
mid,window,in,door,It is NOT likely to see window in door.,1.0,0.6
mid,window,in,table,It is NOT likely to see window in table.,1.0,0.77
mid,window,in,forest,It is NOT likely to see window in forest.,1.0,0.95
mid,window,in,cupboard,It is NOT likely to see window in cupboard.,1.0,0.56
mid,window,in,car,It is NOT likely to see window in car.,1.0,0.65
high,salt,in,food,It is likely to see salt in food.,0.0,0.53
high,sugar,in,food,It is likely to see sugar in food.,1.0,0.95
high,flour,in,food,It is likely to see flour in food.,1.0,0.95
high,eggs,in,food,It is likely to see eggs in food.,1.0,0.61
high,butter,in,food,It is likely to see butter in food.,1.0,0.95
high,vegetable,in,fridge,It is likely to see vegetable in fridge.,1.0,0.59
high,vegetable,in,counter,It is likely to see vegetable in counter.,0.0,0.79
high,vegetable,in,table,It is likely to see vegetable in table.,1.0,0.57
high,vegetable,in,cupboard,It is likely to see vegetable in cupboard.,1.0,0.59
high,vegetable,in,sink,It is likely to see vegetable in sink.,0.0,0.95
mid,sock,in,food,It is NOT likely to see sock in food.,0.0,0.53
mid,tie,in,food,It is NOT likely to see tie in food.,1.0,0.61
mid,belt,in,food,It is NOT likely to see belt in food.,1.0,0.51
mid,shoes,in,food,It is NOT likely to see shoes in food.,0.0,0.62
mid,dress,in,food,It is NOT likely to see dress in food.,1.0,0.85
mid,vegetable,in,window,It is NOT likely to see vegetable in window.,1.0,0.82
mid,vegetable,in,house,It is NOT likely to see vegetable in house.,1.0,0.71
mid,vegetable,in,city,It is NOT likely to see vegetable in city.,1.0,0.95
mid,vegetable,in,car,It is NOT likely to see vegetable in car.,1.0,0.95
mid,vegetable,in,office,It is NOT likely to see vegetable in office.,1.0,0.71
high,rice,in,bowl,It is likely to see rice in bowl.,1.0,0.77
high,cereal,in,bowl,It is likely to see cereal in bowl.,1.0,0.95
high,milk,in,bowl,It is likely to see milk in bowl.,1.0,0.51
high,soup,in,bowl,It is likely to see soup in bowl.,1.0,0.95
high,fruit,in,bowl,It is likely to see fruit in bowl.,1.0,0.65
high,fruit,in,tree,It is likely to see fruit in tree.,1.0,0.65
high,fruit,in,bush,It is likely to see fruit in bush.,1.0,0.54
high,fruit,in,plant,It is likely to see fruit in plant.,1.0,0.78
high,fruit,in,grocery store,It is likely to see fruit in grocery store.,1.0,0.94
high,fruit,in,market,It is likely to see fruit in market.,1.0,0.54
mid,pencil,in,bowl,It is NOT likely to see pencil in bowl.,1.0,0.95
mid,paper,in,bowl,It is NOT likely to see paper in bowl.,0.0,0.95
mid,book,in,bowl,It is NOT likely to see book in bowl.,0.0,0.95
mid,cat,in,bowl,It is NOT likely to see cat in bowl.,0.0,0.5
mid,lamp,in,bowl,It is NOT likely to see lamp in bowl.,1.0,0.61
mid,fruit,in,computer,It is NOT likely to see fruit in computer.,1.0,0.63
mid,fruit,in,book,It is NOT likely to see fruit in book.,1.0,0.57
mid,fruit,in,car,It is NOT likely to see fruit in car.,0.0,0.89
mid,fruit,in,bathroom,It is NOT likely to see fruit in bathroom.,1.0,0.51
mid,fruit,in,kitchen,It is NOT likely to see fruit in kitchen.,1.0,0.65
high,roof,above,door,It is likely to see roof above door.,1.0,0.95
high,sky,above,door,It is likely to see sky above door.,1.0,0.61
high,ceiling,above,door,It is likely to see ceiling above door.,0.0,0.95
high,frame,above,door,It is likely to see frame above door.,1.0,0.95
high,wall,above,door,It is likely to see wall above door.,1.0,0.81
high,window,above,clouds,It is likely to see window above clouds.,1.0,0.58
high,window,above,sky,It is likely to see window above sky.,0.0,0.6
high,window,above,sun,It is likely to see window above sun.,1.0,0.61
high,window,above,stars,It is likely to see window above stars.,0.0,0.53
high,window,above,moon,It is likely to see window above moon.,1.0,0.54
mid,Usually,above,door,It is NOT likely to see Usually above door.,1.0,0.58
mid,letter,above,door,It is NOT likely to see letter above door.,1.0,0.95
mid,picture,above,door,It is NOT likely to see picture above door.,1.0,0.66
mid,curtain,above,door,It is NOT likely to see curtain above door.,1.0,0.66
mid,rug,above,door,It is NOT likely to see rug above door.,0.0,0.63
mid,light,above,door,It is NOT likely to see light above door.,0.0,0.94
mid,window,above,ceiling,It is NOT likely to see window above ceiling.,1.0,0.95
mid,window,above,sky,It is NOT likely to see window above sky.,1.0,0.57
mid,window,above,top,It is NOT likely to see window above top.,0.0,0.95
mid,window,above,roof,It is NOT likely to see window above roof.,0.0,0.61
mid,window,above,mountain,It is NOT likely to see window above mountain.,0.0,0.53
high,light,above,lamp,It is likely to see light above lamp.,1.0,0.61
high,light,above,ceiling,It is likely to see light above ceiling.,1.0,0.95
high,light,above,sun,It is likely to see light above sun.,1.0,0.74
high,light,above,moon,It is likely to see light above moon.,0.0,0.95
high,light,above,stars,It is likely to see light above stars.,1.0,0.56
mid,sky,above,door,It is NOT likely to see sky above door.,1.0,0.59
mid,ceiling,above,door,It is NOT likely to see ceiling above door.,1.0,0.51
mid,floor,above,door,It is NOT likely to see floor above door.,1.0,0.95
mid,table,above,door,It is NOT likely to see table above door.,1.0,0.95
mid,chair,above,door,It is NOT likely to see chair above door.,0.0,0.51
mid,light,above,curtain,It is NOT likely to see light above curtain.,1.0,0.65
mid,light,above,sink,It is NOT likely to see light above sink.,1.0,0.95
mid,light,above,bed,It is NOT likely to see light above bed.,0.0,0.72
mid,light,above,telephone,It is NOT likely to see light above telephone.,1.0,0.71
high,Sky,above,window,It is likely to see Sky above window.,1.0,0.57
high,sun,above,window,It is likely to see sun above window.,1.0,0.5
high,clouds,above,window,It is likely to see clouds above window.,1.0,0.57
high,air,above,window,It is likely to see air above window.,1.0,0.95
high,space,above,window,It is likely to see space above window.,1.0,0.95
high,roof,above,house,It is likely to see roof above house.,1.0,0.56
high,roof,above,store,It is likely to see roof above store.,0.0,0.95
high,roof,above,factory,It is likely to see roof above factory.,0.0,0.95
high,roof,above,church,It is likely to see roof above church.,1.0,0.61
high,roof,above,garage,It is likely to see roof above garage.,1.0,0.61
mid,ceiling,above,window,It is NOT likely to see ceiling above window.,1.0,0.94
mid,sky,above,window,It is NOT likely to see sky above window.,0.0,0.57
mid,sun,above,window,It is NOT likely to see sun above window.,0.0,0.95
mid,star,above,window,It is NOT likely to see star above window.,1.0,0.51
mid,moon,above,window,It is NOT likely to see moon above window.,1.0,0.95
mid,roof,above,book,It is NOT likely to see roof above book.,0.0,0.84
mid,roof,above,computer,It is NOT likely to see roof above computer.,1.0,0.61
mid,roof,above,person,It is NOT likely to see roof above person.,1.0,0.51
mid,roof,above,pencil,It is NOT likely to see roof above pencil.,1.0,0.77
mid,roof,above,paper,It is NOT likely to see roof above paper.,0.0,0.95
high,airplane,above,person,It is likely to see airplane above person.,1.0,0.63
high,sun,above,person,It is likely to see sun above person.,1.0,0.65
high,moon,above,person,It is likely to see moon above person.,1.0,0.95
high,cloud,above,person,It is likely to see cloud above person.,0.0,0.5
high,star,above,person,It is likely to see star above person.,1.0,0.6
mid,airplane,above,person,It is NOT likely to see airplane above person.,0.0,0.83
mid,mountain,above,person,It is NOT likely to see mountain above person.,1.0,0.65
mid,sun,above,person,It is NOT likely to see sun above person.,0.0,0.53
mid,moon,above,person,It is NOT likely to see moon above person.,1.0,0.65
mid,star,above,person,It is NOT likely to see star above person.,1.0,0.92
mid,window,above,sink,It is NOT likely to see window above sink.,1.0,0.61
mid,window,above,bed,It is NOT likely to see window above bed.,0.0,0.6
mid,window,above,table,It is NOT likely to see window above table.,1.0,0.65
mid,window,above,desk,It is NOT likely to see window above desk.,0.0,0.95
mid,window,above,chair,It is NOT likely to see window above chair.,0.0,0.74
mid,ceiling,above,person,It is NOT likely to see ceiling above person.,1.0,0.63
mid,sky,above,person,It is NOT likely to see sky above person.,1.0,0.95
mid,cloud,above,person,It is NOT likely to see cloud above person.,1.0,0.95
mid,light,above,Sun,It is NOT likely to see light above Sun.,0.0,0.75
mid,light,above,moon,It is NOT likely to see light above moon.,0.0,0.9
mid,light,above,star,It is NOT likely to see light above star.,1.0,0.95
mid,light,above,lightning,It is NOT likely to see light above lightning.,1.0,0.63
mid,light,above,fire,It is NOT likely to see light above fire.,0.0,0.53
high,muscle,above,leg,It is likely to see muscle above leg.,0.0,0.95
high,bone,above,leg,It is likely to see bone above leg.,0.0,0.66
high,blood vessels,above,leg,It is likely to see blood vessels above leg.,0.0,0.95
high,skin,above,leg,It is likely to see skin above leg.,1.0,0.95
high,hair,above,leg,It is likely to see hair above leg.,0.0,0.92
high,leaf,above,oak,It is likely to see leaf above oak.,1.0,0.51
high,leaf,above,maple,It is likely to see leaf above maple.,1.0,0.95
high,leaf,above,pine,It is likely to see leaf above pine.,0.0,0.95
high,leaf,above,fir,It is likely to see leaf above fir.,1.0,0.77
high,leaf,above,spruce,It is likely to see leaf above spruce.,0.0,0.51
mid,sky,above,leg,It is NOT likely to see sky above leg.,1.0,0.61
mid,ceiling,above,leg,It is NOT likely to see ceiling above leg.,1.0,0.95
mid,table,above,leg,It is NOT likely to see table above leg.,1.0,0.63
mid,mountain,above,leg,It is NOT likely to see mountain above leg.,1.0,0.8
mid,chair,above,leg,It is NOT likely to see chair above leg.,1.0,0.66
mid,leaf,above,water,It is NOT likely to see leaf above water.,1.0,0.61
mid,leaf,above,stone,It is NOT likely to see leaf above stone.,1.0,0.95
mid,leaf,above,building,It is NOT likely to see leaf above building.,1.0,0.61
mid,leaf,above,cloud,It is NOT likely to see leaf above cloud.,1.0,0.95
mid,leaf,above,airplane,It is NOT likely to see leaf above airplane.,1.0,0.95
high,airplane,above,man,It is likely to see airplane above man.,1.0,0.63
high,sun,above,man,It is likely to see sun above man.,1.0,0.61
high,moon,above,man,It is likely to see moon above man.,1.0,0.86
high,cloud,above,man,It is likely to see cloud above man.,1.0,0.95
high,star,above,man,It is likely to see star above man.,1.0,0.54
mid,clouds,above,man,It is NOT likely to see clouds above man.,1.0,0.6
mid,sky,above,man,It is NOT likely to see sky above man.,1.0,0.83
mid,ceiling,above,man,It is NOT likely to see ceiling above man.,1.0,0.63
mid,roof,above,man,It is NOT likely to see roof above man.,1.0,0.95
mid,sun,above,man,It is NOT likely to see sun above man.,1.0,0.94
mid,light,above,hat,It is NOT likely to see light above hat.,0.0,0.63
mid,light,above,drawer,It is NOT likely to see light above drawer.,0.0,0.62
mid,light,above,vase,It is NOT likely to see light above vase.,0.0,0.95
mid,light,above,basket,It is NOT likely to see light above basket.,1.0,0.92
mid,light,above,box,It is NOT likely to see light above box.,0.0,0.95
high,train,above,sign,It is likely to see train above sign.,1.0,0.58
high,sidewalk,above,sign,It is likely to see sidewalk above sign.,1.0,0.95
high,track,above,sign,It is likely to see track above sign.,0.0,0.56
high,street,above,sign,It is likely to see street above sign.,1.0,0.95
high,building,above,sign,It is likely to see building above sign.,0.0,0.95
mid,number,above,sign,It is NOT likely to see number above sign.,1.0,0.65
mid,people,above,sign,It is NOT likely to see people above sign.,0.0,0.5
mid,light,above,sign,It is NOT likely to see light above sign.,1.0,0.54
mid,lamp,above,sign,It is NOT likely to see lamp above sign.,0.0,0.93
mid,door,above,sign,It is NOT likely to see door above sign.,0.0,0.63
mid,light,above,sun,It is NOT likely to see light above sun.,0.0,0.57
mid,light,above,sky,It is NOT likely to see light above sky.,0.0,0.95
mid,light,above,lamp,It is NOT likely to see light above lamp.,1.0,0.95
high,sign,above,stop,It is likely to see sign above stop.,1.0,0.6
high,sign,above,yield,It is likely to see sign above yield.,1.0,0.79
high,sign,above,do not enter,It is likely to see sign above do not enter.,0.0,0.9
high,sign,above,one way,It is likely to see sign above one way.,0.0,0.86
high,sign,above,no parking,It is likely to see sign above no parking.,1.0,0.95
mid,sign,above,window,It is NOT likely to see sign above window.,0.0,0.53
mid,sign,above,computer,It is NOT likely to see sign above computer.,0.0,0.95
mid,sign,above,table,It is NOT likely to see sign above table.,0.0,0.71
mid,sign,above,chair,It is NOT likely to see sign above chair.,1.0,0.63
mid,sign,above,floor,It is NOT likely to see sign above floor.,1.0,0.64
high,sky,above,car,It is likely to see sky above car.,1.0,0.66
high,clouds,above,car,It is likely to see clouds above car.,0.0,0.95
high,sun,above,car,It is likely to see sun above car.,1.0,0.56
high,moon,above,car,It is likely to see moon above car.,1.0,0.57
high,stars,above,car,It is likely to see stars above car.,1.0,0.8
mid,plane,above,car,It is NOT likely to see plane above car.,1.0,0.95
mid,balloon,above,car,It is NOT likely to see balloon above car.,1.0,0.95
mid,kite,above,car,It is NOT likely to see kite above car.,1.0,0.66
mid,sun,above,car,It is NOT likely to see sun above car.,0.0,0.61
mid,stars,above,car,It is NOT likely to see stars above car.,1.0,0.57
mid,window,above,door,It is NOT likely to see window above door.,0.0,0.93
high,oak,has,leaf,It is likely for oak to have leaf.,1.0,0.56
high,maple,has,leaf,It is likely for maple to have leaf.,1.0,0.66
high,elm,has,leaf,It is likely for elm to have leaf.,1.0,0.95
high,birch,has,leaf,It is likely for birch to have leaf.,1.0,0.58
high,pine,has,leaf,It is likely for pine to have leaf.,1.0,0.8
high,tree,has,Tree has leaves,It is likely for tree to have Tree has leaves.,1.0,0.84
high,tree,has,branches,It is likely for tree to have branches.,1.0,0.65
high,tree,has,leaves,It is likely for tree to have leaves.,1.0,0.51
high,tree,has,trunk,It is likely for tree to have trunk.,0.0,0.51
high,tree,has,bark,It is likely for tree to have bark.,1.0,0.58
high,tree,has,sap,It is likely for tree to have sap.,1.0,0.65
mid,apple,has,leaf,It is NOT likely for apple to have leaf.,1.0,0.51
mid,banana,has,leaf,It is NOT likely for banana to have leaf.,1.0,0.6
mid,orange,has,leaf,It is NOT likely for orange to have leaf.,1.0,0.6
mid,grape,has,leaf,It is NOT likely for grape to have leaf.,1.0,0.95
mid,strawberry,has,leaf,It is NOT likely for strawberry to have leaf.,1.0,0.71
mid,tree,has,window,It is NOT likely for tree to have window.,0.0,0.95
mid,tree,has,cat,It is NOT likely for tree to have cat.,1.0,0.61
mid,tree,has,book,It is NOT likely for tree to have book.,0.0,0.95
mid,tree,has,pencil,It is NOT likely for tree to have pencil.,0.0,0.51
mid,tree,has,phone,It is NOT likely for tree to have phone.,1.0,0.95
high,human,has,leg,It is likely for human to have leg.,0.0,0.51
high,animal,has,leg,It is likely for animal to have leg.,1.0,0.57
high,insect,has,leg,It is likely for insect to have leg.,1.0,0.94
high,bird,has,leg,It is likely for bird to have leg.,1.0,0.93
high,reptile,has,leg,It is likely for reptile to have leg.,0.0,0.53
high,head,has,nose,It is likely for head to have nose.,0.0,0.51
high,head,has,hair,It is likely for head to have hair.,1.0,0.51
high,head,has,eyes,It is likely for head to have eyes.,1.0,0.54
high,head,has,mouth,It is likely for head to have mouth.,1.0,0.95
high,head,has,ears,It is likely for head to have ears.,0.0,0.95
mid,Usually,has,leg,It is NOT likely for Usually to have leg.,1.0,0.79
mid,table,has,leg,It is NOT likely for table to have leg.,1.0,0.61
mid,chair,has,leg,It is NOT likely for chair to have leg.,1.0,0.54
mid,sofa,has,leg,It is NOT likely for sofa to have leg.,1.0,0.95
mid,cupboard,has,leg,It is NOT likely for cupboard to have leg.,0.0,0.68
